-7.410909933935130312e-01,-3.945990702659774030e-03,-2.621549732767523011e-01,-2.086240451291943465e+00,-1.161394507060453662e-02,-7.050736900472553970e-02
1.497816170477992426e-01,3.442491555592948060e-01,1.725322809329523643e-01,1.154453315661707169e+00,-1.106584105713852573e+00,1.132994787602863429e+00
-3.681699066948658228e-01,4.742139367375015624e-01,7.240256149552068976e-01,2.249120140673641188e+00,1.080119290986778946e+00,1.125273126261869816e+00
8.363337293504937708e-01,-6.308648167399820705e-01,6.524429181494704189e-01,-2.177624919816685267e+00,-2.018360867445631257e+00,-2.481469532505418130e+00
-3.533634663811215937e-01,4.163723529242306931e-01,-1.223111878682594078e+00,-2.217312376503359772e-01,-2.441323150875830628e+00,-2.491296655544543714e+00
-3.438062528788066174e-01,1.214874498921963308e+00,1.463271195634225919e-01,2.223363434870114119e+00,1.494713224175383104e+00,1.604116058658749289e+00
-6.576453314018542162e-01,1.357166882383001649e+00,-4.807018926525250535e-01,-1.524247581737025570e+00,-6.653939752703323940e-01,1.353951969309275416e+00
-3.151342059837838327e-01,7.578189713961922536e-01,-1.277935961501974749e+00,1.539052154803072447e+00,-1.220034832264786484e+00,1.813351543265620869e+00
7.576142614571135248e-02,1.413086999294569601e+00,5.866382031857493295e-01,-6.417421717764992817e-01,-4.067466759830429268e-02,1.149039856146279348e+00
9.143541179407232988e-02,7.652150755291575734e-03,8.932165730463879072e-01,-1.542084337045801501e+00,-1.805543248926015920e+00,-2.793249163022974990e-01
3.023317243044869596e-01,6.006344798455156564e-01,-1.400506429141777698e+00,1.765496740069560033e+00,2.309768796068123464e+00,-1.336845845465068905e-01
-6.532471773904147128e-03,5.283173492686206174e-01,8.404336372891267892e-01,-8.987638844005858552e-01,1.049067675739943528e+00,-1.064817856930754258e+00
4.585072955728550781e-01,6.580958779281420590e-01,2.572546467484437827e-02,-4.640980366897649034e-01,1.762197613965238219e+00,4.609586248631014627e-02
-1.399949311145496367e-01,3.267253615228948860e-03,-1.168534083644409360e+00,1.417504350151991943e+00,7.263658352652786476e-01,2.087628262445021754e+00
-8.654997608695731426e-01,-9.294594266138553884e-01,4.173161514328511679e-01,-1.610618504436818199e-01,-2.127243544343787818e+00,-8.704014760817901930e-02
-1.039341725190190413e-01,-5.470913994816781756e-01,1.060554104475643022e+00,1.953816627065436684e+00,2.395296913454300736e+00,-6.486177950423717142e-01
-2.500649998486390579e-01,-9.197375375193188596e-01,-8.688282774597949620e-01,-9.669282480222696208e-02,-1.370422265142996476e+00,-1.444947065949455656e+00
8.615701402419169153e-01,1.080966780279887018e+00,-3.628105170204798391e-01,-1.484271415893692048e+00,-6.738364338139062326e-01,7.903984814548596916e-01
-2.888694968674831998e-02,-1.054660451388342191e+00,-1.337198111608554285e+00,3.038430092195638643e-01,7.947624805889241806e-01,-7.243134962906294660e-01
5.075312696529534762e-01,9.292507794847932878e-01,1.353027184391743631e+00,-7.095417065043330140e-01,-5.795266859306273943e-01,-1.675751254588124795e+00
-7.321203172289665329e-01,1.813145928279207286e-01,2.152741450402011480e-01,1.476990267181789385e+00,-1.819425527912092555e+00,-2.400088275824332040e+00
1.037013182223494034e-01,-6.865830512476014391e-01,-5.064375402172709428e-01,-1.620043621316687332e+00,8.532101947098178485e-01,1.005883032203697347e+00
-8.914665299405521992e-01,1.026506989025088856e-01,-8.091806621609164418e-01,9.483128117862560380e-01,-6.248825662989703211e-01,-1.401260310608610116e+00
-8.598534618613133951e-01,-2.259652054622418582e-01,2.566589108463368518e-02,1.735546295701434261e+00,-4.791428757744329303e-01,-1.050425741018845116e+00
5.869064415004152657e-01,-1.309688529782666588e+00,-1.498247087767845098e+00,8.981768309999313971e-01,-5.937501672796274832e-01,-1.986529912116488106e+00
-4.885622008849943576e-02,2.369834264044308192e-01,-1.264954687578480730e+00,-1.920185541887636127e+00,-1.636107753546900856e+00,6.006734668890256756e-01
-6.884867761498596472e-01,2.546476026555715144e-01,-3.631307399578793671e-01,-1.593061470779304933e+00,-4.238082809650700611e-02,1.881804043215764111e+00
-8.690184271216718770e-01,1.269324100817143197e+00,-1.239281032677119310e+00,-1.477526372087385909e+00,5.710581310363549434e-02,-1.956605324113674271e+00
8.427851693519143872e-01,-1.381011472205577739e+00,1.055722937938591510e+00,2.255399317326048703e+00,-4.946180107266959780e-01,4.879063114636799092e-01
